Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TI,""Trade Indices"",""21"",""Brazil"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2019"",""2019"",""1000 $"",""4407"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2020"",""2020"",""1000 $"",""3413"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""95"",""Export Value Base Price"",""564"",""Wine"",""2015"",""2015"",""1000 $"",""4237"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""95"",""Export Value Base Price"",""564"",""Wine"",""2016"",""2016"",""1000 $"",""5990"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""95"",""Export Value Base Price"",""564"",""Wine"",""2017"",""2017"",""1000 $"",""9744"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""95"",""Export Value Base Price"",""564"",""Wine"",""2018"",""2018"",""1000 $"",""12691"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""95"",""Export Value Base Price"",""564"",""Wine"",""2019"",""2019"",""1000 $"",""12220"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""95"",""Export Value Base Price"",""564"",""Wine"",""2020"",""2020"",""1000 $"",""15531"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""98"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""94"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""124"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""125"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""124"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""147"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""101"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""86"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""83"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""89"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""87"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""81"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""96"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""108"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""148"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""140"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""142"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""179"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""60"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""83"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""138"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""139"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""134"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""132"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""92"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""91"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""93"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""72"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""72"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""55"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""67"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""94"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""154"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""200"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""193"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""21"",""Brazil"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""245"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2015"",""2015"",""1000 $"",""11071"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2016"",""2016"",""1000 $"",""7798"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2017"",""2017"",""1000 $"",""9442"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2018"",""2018"",""1000 $"",""8642"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2019"",""2019"",""1000 $"",""10330"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2020"",""2020"",""1000 $"",""8326"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2015"",""2015"",""1000 $"",""11038"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2016"",""2016"",""1000 $"",""12004"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2017"",""2017"",""1000 $"",""9856"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2018"",""2018"",""1000 $"",""13629"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2019"",""2019"",""1000 $"",""11477"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2020"",""2020"",""1000 $"",""16580"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2015"",""2015"",""1000 $"",""1802910"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2016"",""2016"",""1000 $"",""1755378"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2017"",""2017"",""1000 $"",""1843840"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2018"",""2018"",""1000 $"",""2026945"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2019"",""2019"",""1000 $"",""1908497"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2020"",""2020"",""1000 $"",""1844386"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""95"",""Export Value Base Price"",""564"",""Wine"",""2015"",""2015"",""1000 $"",""1875194"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""95"",""Export Value Base Price"",""564"",""Wine"",""2016"",""2016"",""1000 $"",""1940242"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""95"",""Export Value Base Price"",""564"",""Wine"",""2017"",""2017"",""1000 $"",""2012166"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""95"",""Export Value Base Price"",""564"",""Wine"",""2018"",""2018"",""1000 $"",""1809518"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""95"",""Export Value Base Price"",""564"",""Wine"",""2019"",""2019"",""1000 $"",""1858842"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""95"",""Export Value Base Price"",""564"",""Wine"",""2020"",""2020"",""1000 $"",""1819155"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""117"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""90"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""89"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""113"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""114"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""133"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""105"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""74"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""90"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""82"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""98"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""79"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""108"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""118"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""97"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""134"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""113"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""163"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""100"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""100"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""109"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""108"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""104"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""99"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""98"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""95"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""100"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""110"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""103"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""100"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""102"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""105"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""109"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""98"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""101"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""40"",""Chile"",""495"",""Export Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""99"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2015"",""2015"",""1000 $"",""62407"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2016"",""2016"",""1000 $"",""59494"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2017"",""2017"",""1000 $"",""55574"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2018"",""2018"",""1000 $"",""57581"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2019"",""2019"",""1000 $"",""56774"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""64"",""Import Value Base Period Quantity"",""564"",""Wine"",""2020"",""2020"",""1000 $"",""56236"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2015"",""2015"",""1000 $"",""59897"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2016"",""2016"",""1000 $"",""67010"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2017"",""2017"",""1000 $"",""59066"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2018"",""2018"",""1000 $"",""62420"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2019"",""2019"",""1000 $"",""73224"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""65"",""Import Value Base Period Price"",""564"",""Wine"",""2020"",""2020"",""1000 $"",""78945"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2015"",""2015"",""1000 $"",""46"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2016"",""2016"",""1000 $"",""111"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2017"",""2017"",""1000 $"",""130"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2018"",""2018"",""1000 $"",""33"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""94"",""Export Value Base Quantity"",""564"",""Wine"",""2019"",""2019"",""1000 $"",""9"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""95"",""Export Value Base Price"",""564"",""Wine"",""2015"",""2015"",""1000 $"",""93"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""95"",""Export Value Base Price"",""564"",""Wine"",""2016"",""2016"",""1000 $"",""8"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""95"",""Export Value Base Price"",""564"",""Wine"",""2017"",""2017"",""1000 $"",""4"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""95"",""Export Value Base Price"",""564"",""Wine"",""2018"",""2018"",""1000 $"",""78"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""95"",""Export Value Base Price"",""564"",""Wine"",""2019"",""2019"",""1000 $"",""315"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""98"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""104"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""86"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""94"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""108"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""462"",""Import Value Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""116"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""101"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""96"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""90"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""93"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""92"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""464"",""Import Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""91"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""97"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""108"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""95"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""101"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""118"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""465"",""Import Quantity Index (2014-2016 = 100)"",""564"",""Wine"",""2020"",""2020"",""index"",""128"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""166"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""34"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""20"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""101"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""492"",""Export Value Index (2014-2016 = 100)"",""564"",""Wine"",""2019"",""2019"",""index"",""111"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2015"",""2015"",""index"",""58"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2016"",""2016"",""index"",""142"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2017"",""2017"",""index"",""167"",""Fc"",""Calculated data"""
"TI,""Trade Indices"",""44"",""Colombia"",""494"",""Export Unit/Value Index (2014-2016 = 100)"",""564"",""Wine"",""2018"",""2018"",""index"",""43"",""Fc"",""Calculated data"""
